timestamp,open,high,low,close,volume,count,turnover,takerBuyVol
2025-08-09 06:45:00,116602.1,116612,116586.7,116586.8,1.80278869,210199.266006444,210199.266006444,1
2025-08-09 06:48:00,116586.8,116616,116563.5,116616,6.59607317,769032.099627693,769032.099627693,1
2025-08-09 06:48:00,116586.8,116616,116563.5,116616,6.59607317,769032.099627693,769032.099627693,1
2025-08-09 06:51:00,116615.9,116616,116615.9,116615.9,0.57773384,67372.992101108,67372.992101108,1
2025-08-09 06:51:00,116615.9,116616,116615.9,116615.9,0.57773384,67372.992101108,67372.992101108,1
2025-08-09 06:51:00,116615.9,116616,116615.9,116615.9,0.57773384,67372.992101108,67372.992101108,1
2025-08-09 06:54:00,116616,116666,116596.3,116665.9,4.77896323,557355.302638357,557355.302638357,1
2025-08-09 06:54:00,116616,116666,116596.3,116665.9,4.77896323,557355.302638357,557355.302638357,1
2025-08-09 06:54:00,116616,116666,116596.3,116665.9,4.77896323,557355.302638357,557355.302638357,1
2025-08-09 06:54:00,116616,116666,116596.3,116665.9,4.77896323,557355.302638357,557355.302638357,1
2025-08-09 06:57:00,116665.9,116700,116650.5,116650.6,3.85100453,449336.866051765,449336.866051765,1
2025-08-09 06:57:00,116665.9,116700,116650.5,116650.6,3.85100453,449336.866051765,449336.866051765,1
2025-08-09 06:57:00,116665.9,116700,116650.5,116650.6,3.85100453,449336.866051765,449336.866051765,1
2025-08-09 06:57:00,116665.9,116700,116650.5,116650.6,3.85100453,449336.866051765,449336.866051765,1
2025-08-09 06:57:00,116665.9,116700,116650.5,116650.6,3.85100453,449336.866051765,449336.866051765,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:00:00,116650.6,116650.6,116624,116639.9,2.23295215,260447.471510452,260447.471510452,1
2025-08-09 07:03:00,116639.9,116658.8,116638.3,116656.3,2.090116,243805.283411182,243805.283411182,1
2025-08-09 07:03:00,116639.9,116658.8,116638.3,116656.3,2.090116,243805.283411182,243805.283411182,1
2025-08-09 07:03:00,116639.9,116658.8,116638.3,116656.3,2.090116,243805.283411182,243805.283411182,1
2025-08-09 07:03:00,116639.9,116658.8,116638.3,116656.3,2.090116,243805.283411182,243805.283411182,1
