entry_time,exit_time,entry_price,exit_price,pnl_gross,pnl_net
2025-01-25 21:15:00,2025-01-25 21:51:00,104929.99,105072.27,0.001355951715996531,0.0005559517159965309
2025-01-25 21:21:00,2025-01-25 21:57:00,104940.86,105102.84,0.0015435360449685272,0.0007435360449685272
2025-01-25 21:39:00,2025-01-25 22:15:00,104936.96,105121.43,0.001757912560074035,0.000957912560074035
2025-01-25 21:42:00,2025-01-25 22:18:00,104959.96,105121.81,0.0015420165937562406,0.0007420165937562405
2025-01-25 21:45:00,2025-01-25 22:21:00,104980.19,105089.14,0.0010378148486871388,0.00023781484868713872
2025-01-25 22:12:00,2025-01-25 22:48:00,105081.16,105078.0,-3.0071993876004913e-05,-0.000830071993876005
2025-01-25 22:27:00,2025-01-25 23:03:00,105030.07,105008.88,-0.0002017517459523956,-0.0010017517459523957
2025-01-25 22:51:00,2025-01-25 23:27:00,105095.05,104978.97,-0.0011045239523650423,-0.0019045239523650423
2025-01-25 23:00:00,2025-01-25 23:36:00,104904.32,104899.67,-4.432610592212724e-05,-0.0008443261059221272
2025-01-25 23:12:00,2025-01-25 23:48:00,104973.75,104889.82,-0.0007995332166374262,-0.001599533216637426
2025-01-25 23:21:00,2025-01-25 23:57:00,104967.98,104746.85,-0.002106642425623415,-0.002906642425623415
2025-01-25 23:24:00,2025-01-26 00:00:00,104982.0,104835.5,-0.0013954773199215103,-0.0021954773199215102
2025-01-25 23:27:00,2025-01-26 00:03:00,104978.97,104756.24,-0.0021216630340343016,-0.0029216630340343015
2025-01-26 00:06:00,2025-01-26 00:42:00,104720.56,104648.76,-0.0006856342250270903,-0.0014856342250270903
2025-01-26 00:09:00,2025-01-26 00:45:00,104768.65,104691.08,-0.00074039323786259,-0.00154039323786259
2025-01-26 00:18:00,2025-01-26 00:54:00,104783.53,104567.65,-0.0020602474453762405,-0.0028602474453762405
2025-01-26 00:24:00,2025-01-26 01:00:00,104709.47,104545.01,-0.0015706315770675412,-0.002370631577067541
2025-01-26 00:33:00,2025-01-26 01:09:00,104653.48,104549.99,-0.0009888825483872173,-0.0017888825483872175
2025-01-26 00:36:00,2025-01-26 01:12:00,104644.62,104602.75,-0.00040011612637128735,-0.0012001161263712873
2025-01-26 00:42:00,2025-01-26 01:18:00,104648.76,104629.99,-0.00017936189592680814,-0.0009793618959268082
2025-01-26 00:51:00,2025-01-26 01:27:00,104707.78,104701.57,-5.930791389132547e-05,-0.0008593079138913255
2025-01-26 00:54:00,2025-01-26 01:30:00,104567.65,104647.01,0.0007589345270741055,-4.1065472925894586e-05
2025-01-26 01:15:00,2025-01-26 01:51:00,104629.8,104657.91,0.0002686615094361318,-0.0005313384905638683
2025-01-26 01:18:00,2025-01-26 01:54:00,104629.99,104640.53,0.00010073593622625402,-0.0006992640637737461
2025-01-26 01:24:00,2025-01-26 02:00:00,104697.69,104555.13,-0.0013616346263226789,-0.002161634626322679
2025-01-26 01:27:00,2025-01-26 02:03:00,104701.57,104583.81,-0.001124720479358708,-0.001924720479358708
2025-01-26 01:54:00,2025-01-26 02:30:00,104640.53,104693.67,0.0005078338192667737,-0.0002921661807332263
2025-01-26 02:09:00,2025-01-26 02:45:00,104522.84,104617.99,0.0009103273504624322,0.0001103273504624322
2025-01-26 02:15:00,2025-01-26 02:51:00,104611.94,104568.01,-0.00041993294455687914,-0.0012199329445568793
2025-01-26 03:09:00,2025-01-26 03:45:00,104745.0,105152.03,0.0038859134087545835,0.0030859134087545836
2025-01-26 03:24:00,2025-01-26 04:00:00,104750.01,105000.0,0.0023865391516430905,0.0015865391516430905
2025-01-26 00:33:00,2025-01-26 01:09:00,104653.48,104549.99,-0.0009888825483872173,-0.0017888825483872175
2025-01-26 00:36:00,2025-01-26 01:12:00,104644.62,104602.75,-0.00040011612637128735,-0.0012001161263712873
2025-01-26 00:42:00,2025-01-26 01:18:00,104648.76,104629.99,-0.00017936189592680814,-0.0009793618959268082
2025-01-26 00:51:00,2025-01-26 01:27:00,104707.78,104701.57,-5.930791389132547e-05,-0.0008593079138913255
2025-01-26 00:54:00,2025-01-26 01:30:00,104567.65,104647.01,0.0007589345270741055,-4.1065472925894586e-05
2025-01-26 01:15:00,2025-01-26 01:51:00,104629.8,104657.91,0.0002686615094361318,-0.0005313384905638683
2025-01-26 01:18:00,2025-01-26 01:54:00,104629.99,104640.53,0.00010073593622625402,-0.0006992640637737461
2025-01-26 01:24:00,2025-01-26 02:00:00,104697.69,104555.13,-0.0013616346263226789,-0.002161634626322679
2025-01-26 01:27:00,2025-01-26 02:03:00,104701.57,104583.81,-0.001124720479358708,-0.001924720479358708
2025-01-26 01:54:00,2025-01-26 02:30:00,104640.53,104693.67,0.0005078338192667737,-0.0002921661807332263
2025-01-26 02:09:00,2025-01-26 02:45:00,104522.84,104617.99,0.0009103273504624322,0.0001103273504624322
2025-01-26 02:15:00,2025-01-26 02:51:00,104611.94,104568.01,-0.00041993294455687914,-0.0012199329445568793
2025-01-26 03:09:00,2025-01-26 03:45:00,104745.0,105152.03,0.0038859134087545835,0.0030859134087545836
2025-01-26 03:24:00,2025-01-26 04:00:00,104750.01,105000.0,0.0023865391516430905,0.0015865391516430905
2025-01-26 03:51:00,2025-01-26 04:27:00,105068.0,105380.0,0.0029695054631286404,0.0021695054631286404
2025-01-26 03:54:00,2025-01-26 04:30:00,105008.34,105256.01,0.002358574566553459,0.0015585745665534592
2025-01-26 03:57:00,2025-01-26 04:33:00,105062.42,105281.0,0.0020804774913808547,0.0012804774913808548
2025-01-26 04:00:00,2025-01-26 04:36:00,105000.0,105198.5,0.0018904761904761905,0.0010904761904761903
2025-01-26 04:06:00,2025-01-26 04:42:00,105140.01,105193.06,0.0005045652934596726,-0.00029543470654032746
2025-01-26 04:09:00,2025-01-26 04:45:00,105089.26,105218.94,0.0012339986027117098,0.00043399860271170975
2025-01-26 04:12:00,2025-01-26 04:48:00,105097.35,105146.55,0.0004681373983263811,-0.00033186260167361896
2025-01-26 04:18:00,2025-01-26 04:54:00,105111.08,105172.73,0.0005865223723321479,-0.00021347762766785216
2025-01-26 04:39:00,2025-01-26 05:15:00,105221.98,105132.01,-0.0008550494868087558,-0.0016550494868087559
2025-01-26 04:42:00,2025-01-26 05:18:00,105193.06,105090.32,-0.0009766804007792025,-0.0017766804007792025
2025-01-26 04:45:00,2025-01-26 05:21:00,105218.94,105071.98,-0.0013967067145896584,-0.0021967067145896584
2025-01-26 04:51:00,2025-01-26 05:27:00,105122.8,105055.14,-0.0006436282138603946,-0.0014436282138603946
2025-01-26 05:15:00,2025-01-26 05:51:00,105132.01,105156.4,0.00023199404253756225,-0.0005680059574624378
2025-01-26 05:24:00,2025-01-26 06:00:00,105068.73,105050.01,-0.0001781690898900288,-0.0009781690898900289
2025-01-26 05:27:00,2025-01-26 06:03:00,105055.14,105053.39,-1.6657918879552203e-05,-0.0008166579188795522
2025-01-26 05:33:00,2025-01-26 06:09:00,105076.22,105105.62,0.00027979689410214965,-0.0005202031058978504
2025-01-26 05:57:00,2025-01-26 06:33:00,105094.12,105049.35,-0.00042599909490644694,-0.001225999094906447
2025-01-26 06:03:00,2025-01-26 06:39:00,105053.39,105000.93,-0.0004993651323389602,-0.0012993651323389603
2025-01-26 06:06:00,2025-01-26 06:42:00,105100.0,104971.99,-0.0012179828734538037,-0.002017982873453804
2025-01-26 06:09:00,2025-01-26 06:45:00,105105.62,105015.92,-0.0008534272477532323,-0.0016534272477532323
2025-01-26 06:12:00,2025-01-26 06:48:00,105087.61,105010.0,-0.0007385266445778012,-0.0015385266445778012
2025-01-26 06:30:00,2025-01-26 07:06:00,105053.14,105013.99,-0.0003726685370850807,-0.0011726685370850808
2025-01-26 06:33:00,2025-01-26 07:09:00,105049.35,105009.92,-0.00037534739624764515,-0.0011753473962476451
2025-01-26 06:39:00,2025-01-26 07:15:00,105000.93,104950.0,-0.0004850433229495493,-0.0012850433229495493
2025-01-26 06:48:00,2025-01-26 07:24:00,105010.0,105062.01,0.0004952861632225003,-0.0003047138367774997
2025-01-26 06:51:00,2025-01-26 07:27:00,105024.0,105013.7,-9.807282145036287e-05,-0.0008980728214503629
2025-01-26 06:57:00,2025-01-26 07:33:00,104990.75,104974.0,-0.00015953786404992822,-0.0009595378640499283
2025-01-26 07:03:00,2025-01-26 07:39:00,104984.01,105016.18,0.00030642761692945675,-0.0004935723830705432
2025-01-26 07:06:00,2025-01-26 07:42:00,105013.99,105008.53,-5.199307254210989e-05,-0.0008519930725421099
2025-01-26 07:09:00,2025-01-26 07:45:00,105009.92,105038.02,0.0002675937663794604,-0.0005324062336205396
2025-01-26 07:15:00,2025-01-26 07:51:00,104950.0,104999.04,0.0004672701286326212,-0.00033272987136737884
2025-01-26 07:33:00,2025-01-26 08:09:00,104974.0,105116.41,0.0013566216396441355,0.0005566216396441355
2025-01-26 07:39:00,2025-01-26 08:15:00,105016.18,105064.45,0.00045964345684640286,-0.0003403565431535972
2025-01-26 07:42:00,2025-01-26 08:18:00,105008.53,105039.92,0.0002989280966031942,-0.0005010719033968058
2025-01-26 07:45:00,2025-01-26 08:21:00,105038.02,105039.79,1.685104117527656e-05,-0.0007831489588247235
2025-01-26 07:48:00,2025-01-26 08:24:00,105000.0,105016.36,0.00015580952380952936,-0.0006441904761904707
2025-01-26 07:51:00,2025-01-26 08:27:00,104999.04,104985.73,-0.00012676306373846536,-0.0009267630637384654
2025-01-26 07:54:00,2025-01-26 08:30:00,104996.01,104978.07,-0.0001708636356751821,-0.0009708636356751822
2025-01-26 07:57:00,2025-01-26 08:33:00,104998.35,104863.32,-0.0012860202088889857,-0.0020860202088889856
2025-01-26 08:18:00,2025-01-26 08:54:00,105039.92,105020.72,-0.00018278764873390127,-0.0009827876487339014
2025-01-26 08:21:00,2025-01-26 08:57:00,105039.79,105030.4,-8.939469509601474e-05,-0.0008893946950960148
2025-01-26 08:42:00,2025-01-26 09:18:00,104988.8,104962.0,-0.00025526532353930046,-0.0010552653235393005
2025-01-26 08:57:00,2025-01-26 09:33:00,105030.4,104551.01,-0.004564297574797387,-0.005364297574797387
2025-01-26 09:30:00,2025-01-26 10:06:00,104715.86,104672.44,-0.0004146458807672329,-0.001214645880767233
2025-01-26 09:33:00,2025-01-26 10:09:00,104551.01,104640.0,0.000851163465565806,5.116346556580597e-05
2025-01-26 09:42:00,2025-01-26 10:18:00,104629.16,104586.2,-0.0004105929933873731,-0.0012105929933873731
2025-01-26 09:48:00,2025-01-26 10:24:00,104633.69,104593.43,-0.0003847709088727475,-0.0011847709088727476
2025-01-26 09:51:00,2025-01-26 10:27:00,104559.73,104621.9,0.000594588375467288,-0.00020541162453271207
2025-01-26 09:57:00,2025-01-26 10:33:00,104630.03,104674.71,0.000427028454450482,-0.00037297154554951804
2025-01-26 10:03:00,2025-01-26 10:39:00,104687.5,104581.6,-0.0010115820895521832,-0.0018115820895521833
2025-01-26 10:06:00,2025-01-26 10:42:00,104672.44,104500.01,-0.00164732951672864,-0.00244732951672864
2025-01-26 10:27:00,2025-01-26 11:03:00,104621.9,104777.99,0.0014919438473207911,0.0006919438473207911
2025-01-26 10:45:00,2025-01-26 11:21:00,104519.34,104796.35,0.002650322897178736,0.001850322897178736
2025-01-26 10:48:00,2025-01-26 11:24:00,104500.28,104699.92,0.0019104255031661104,0.0011104255031661103
2025-01-26 11:12:00,2025-01-26 11:48:00,104799.99,104707.47,-0.000882824511719935,-0.001682824511719935
2025-01-26 11:27:00,2025-01-26 12:03:00,104700.0,104785.47,0.0008163323782235068,1.6332378223506746e-05
2025-01-26 12:06:00,2025-01-26 12:42:00,104749.95,104715.52,-0.00032868750772666733,-0.0011286875077266673
2025-01-26 12:24:00,2025-01-26 13:00:00,104735.53,104943.57,0.001986336441893292,0.001186336441893292
2025-01-26 09:30:00,2025-01-26 10:06:00,104715.86,104672.44,-0.0004146458807672329,-0.001214645880767233
2025-01-26 09:33:00,2025-01-26 10:09:00,104551.01,104640.0,0.000851163465565806,5.116346556580597e-05
2025-01-26 09:42:00,2025-01-26 10:18:00,104629.16,104586.2,-0.0004105929933873731,-0.0012105929933873731
2025-01-26 09:48:00,2025-01-26 10:24:00,104633.69,104593.43,-0.0003847709088727475,-0.0011847709088727476
2025-01-26 09:51:00,2025-01-26 10:27:00,104559.73,104621.9,0.000594588375467288,-0.00020541162453271207
2025-01-26 09:57:00,2025-01-26 10:33:00,104630.03,104674.71,0.000427028454450482,-0.00037297154554951804
2025-01-26 10:03:00,2025-01-26 10:39:00,104687.5,104581.6,-0.0010115820895521832,-0.0018115820895521833
2025-01-26 10:06:00,2025-01-26 10:42:00,104672.44,104500.01,-0.00164732951672864,-0.00244732951672864
2025-01-26 10:27:00,2025-01-26 11:03:00,104621.9,104777.99,0.0014919438473207911,0.0006919438473207911
2025-01-26 10:45:00,2025-01-26 11:21:00,104519.34,104796.35,0.002650322897178736,0.001850322897178736
2025-01-26 10:48:00,2025-01-26 11:24:00,104500.28,104699.92,0.0019104255031661104,0.0011104255031661103
2025-01-26 11:12:00,2025-01-26 11:48:00,104799.99,104707.47,-0.000882824511719935,-0.001682824511719935
2025-01-26 11:27:00,2025-01-26 12:03:00,104700.0,104785.47,0.0008163323782235068,1.6332378223506746e-05
2025-01-26 12:06:00,2025-01-26 12:42:00,104749.95,104715.52,-0.00032868750772666733,-0.0011286875077266673
2025-01-26 12:24:00,2025-01-26 13:00:00,104735.53,104943.57,0.001986336441893292,0.001186336441893292
2025-01-26 12:30:00,2025-01-26 13:06:00,104743.22,104992.0,0.002375141799154149,0.001575141799154149
2025-01-26 12:36:00,2025-01-26 13:12:00,104719.85,104992.62,0.002604759269613063,0.0018047592696130632
2025-01-26 12:45:00,2025-01-26 13:21:00,104735.9,104918.08,0.0017394226812392653,0.0009394226812392653
2025-01-26 12:48:00,2025-01-26 13:24:00,104735.85,104939.83,0.0019475661867449962,0.0011475661867449962
2025-01-26 13:03:00,2025-01-26 13:39:00,104950.79,104931.03,-0.00018827871614872802,-0.000988278716148728
2025-01-26 13:09:00,2025-01-26 13:45:00,104955.99,104880.0,-0.0007240177525837757,-0.0015240177525837756
2025-01-26 13:15:00,2025-01-26 13:51:00,104955.26,104862.51,-0.000883709877904166,-0.001683709877904166
2025-01-26 13:21:00,2025-01-26 13:57:00,104918.08,104961.73,0.00041603887528245066,-0.0003839611247175494
2025-01-26 13:24:00,2025-01-26 14:00:00,104939.83,104899.99,-0.0003796461267375458,-0.0011796461267375457
2025-01-26 13:27:00,2025-01-26 14:03:00,104922.99,104826.9,-0.0009158145416939705,-0.0017158145416939705
2025-01-26 13:30:00,2025-01-26 14:06:00,104950.32,104847.5,-0.0009797016340684524,-0.0017797016340684525
2025-01-26 13:33:00,2025-01-26 14:09:00,104944.22,104828.29,-0.0011046820873032127,-0.0019046820873032128
2025-01-26 13:42:00,2025-01-26 14:18:00,104929.23,104867.42,-0.0005890636955974772,-0.0013890636955974772
2025-01-26 13:51:00,2025-01-26 14:27:00,104862.51,104844.82,-0.00016869708726205177,-0.0009686970872620518
2025-01-26 13:57:00,2025-01-26 14:33:00,104961.73,104900.61,-0.0005823074753054789,-0.001382307475305479
2025-01-26 14:12:00,2025-01-26 14:48:00,104834.57,104981.68,0.0014032584862034157,0.0006032584862034157
2025-01-26 14:18:00,2025-01-26 14:54:00,104867.42,104965.9,0.0009390905202015643,0.00013909052020156425
2025-01-26 14:24:00,2025-01-26 15:00:00,104882.88,104893.53,0.00010154183409145685,-0.0006984581659085432
2025-01-26 14:42:00,2025-01-26 15:18:00,104958.91,105040.43,0.0007766848950697899,-2.3315104930210126e-05
2025-01-26 14:57:00,2025-01-26 15:33:00,104944.0,104988.1,0.0004202241195304717,-0.00037977588046952834
2025-01-26 15:06:00,2025-01-26 15:42:00,104988.0,104981.69,-6.0102106907433916e-05,-0.0008601021069074339
2025-01-26 15:09:00,2025-01-26 15:45:00,105033.31,104991.05,-0.000402348550188457,-0.001202348550188457
2025-01-26 15:39:00,2025-01-26 16:15:00,105004.74,104929.51,-0.0007164438481540021,-0.001516443848154002
2025-01-26 15:51:00,2025-01-26 16:27:00,105025.59,104952.32,-0.0006976394990972155,-0.0014976394990972156
2025-01-26 15:57:00,2025-01-26 16:33:00,104967.01,105024.32,0.000545981065860714,-0.00025401893413928606
2025-01-26 16:42:00,2025-01-26 17:18:00,105016.65,105000.01,-0.00015845106466450242,-0.0009584510646645024
2025-01-26 16:51:00,2025-01-26 17:27:00,104961.5,104950.0,-0.00010956398298423708,-0.0009095639829842371
2025-01-26 17:00:00,2025-01-26 17:36:00,104919.32,105000.01,0.000769067127007569,-3.0932872992431065e-05
2025-01-26 17:03:00,2025-01-26 17:39:00,104923.27,105030.02,0.0010174101512467157,0.0002174101512467157
2025-01-26 17:12:00,2025-01-26 17:48:00,104999.99,105050.0,0.0004762857596462129,-0.0003237142403537871
2025-01-26 17:24:00,2025-01-26 18:00:00,104990.12,104933.49,-0.0005393840868073121,-0.001339384086807312
2025-01-26 17:30:00,2025-01-26 18:06:00,104946.48,105115.5,0.0016105351985126522,0.0008105351985126522
2025-01-26 18:21:00,2025-01-26 18:57:00,105160.01,105175.11,0.00014359070525008338,-0.0006564092947499167
2025-01-26 18:27:00,2025-01-26 19:03:00,105194.02,105179.47,-0.00013831584723164787,-0.0009383158472316479
2025-01-26 18:36:00,2025-01-26 19:12:00,105176.47,105099.62,-0.0007306767378673749,-0.001530676737867375
2025-01-26 18:42:00,2025-01-26 19:18:00,105156.01,105103.47,-0.0004996385846134101,-0.0012996385846134103
2025-01-26 18:51:00,2025-01-26 19:27:00,105128.61,105080.01,-0.00046229090254314045,-0.0012622909025431406
2025-01-26 19:12:00,2025-01-26 19:48:00,105099.62,105078.27,-0.0002031406012694553,-0.0010031406012694553
2025-01-26 19:15:00,2025-01-26 19:51:00,105099.62,105083.69,-0.00015157048141556568,-0.0009515704814155657
2025-01-26 19:39:00,2025-01-26 20:15:00,105136.29,105031.11,-0.0010004157460758128,-0.0018004157460758128
2025-01-26 19:48:00,2025-01-26 20:24:00,105078.27,105194.84,0.0011093635249228258,0.0003093635249228258
2025-01-26 20:12:00,2025-01-26 20:48:00,105010.04,105045.43,0.0003370153939566104,-0.0004629846060433896
2025-01-26 20:15:00,2025-01-26 20:51:00,105031.11,105004.0,-0.00025811400069941735,-0.0010581140006994173
2025-01-26 20:27:00,2025-01-26 21:03:00,105180.75,104807.19,-0.0035516004592094814,-0.004351600459209482
2025-01-26 20:33:00,2025-01-26 21:09:00,105110.79,104780.0,-0.003147060354127237,-0.003947060354127237
2025-01-26 21:00:00,2025-01-26 21:36:00,104749.88,104849.99,0.0009557051521204661,0.00015570515212046609
2025-01-26 21:12:00,2025-01-26 21:48:00,104744.19,104624.54,-0.001142306795250493,-0.001942306795250493
2025-01-26 21:27:00,2025-01-26 22:03:00,104895.19,104575.42,-0.0030484715266734736,-0.0038484715266734735
2025-01-26 18:36:00,2025-01-26 19:12:00,105176.47,105099.62,-0.0007306767378673749,-0.001530676737867375
2025-01-26 18:42:00,2025-01-26 19:18:00,105156.01,105103.47,-0.0004996385846134101,-0.0012996385846134103
2025-01-26 18:51:00,2025-01-26 19:27:00,105128.61,105080.01,-0.00046229090254314045,-0.0012622909025431406
2025-01-26 19:12:00,2025-01-26 19:48:00,105099.62,105078.27,-0.0002031406012694553,-0.0010031406012694553
2025-01-26 19:15:00,2025-01-26 19:51:00,105099.62,105083.69,-0.00015157048141556568,-0.0009515704814155657
2025-01-26 19:39:00,2025-01-26 20:15:00,105136.29,105031.11,-0.0010004157460758128,-0.0018004157460758128
2025-01-26 19:48:00,2025-01-26 20:24:00,105078.27,105194.84,0.0011093635249228258,0.0003093635249228258
2025-01-26 20:12:00,2025-01-26 20:48:00,105010.04,105045.43,0.0003370153939566104,-0.0004629846060433896
2025-01-26 20:15:00,2025-01-26 20:51:00,105031.11,105004.0,-0.00025811400069941735,-0.0010581140006994173
2025-01-26 20:27:00,2025-01-26 21:03:00,105180.75,104807.19,-0.0035516004592094814,-0.004351600459209482
2025-01-26 20:33:00,2025-01-26 21:09:00,105110.79,104780.0,-0.003147060354127237,-0.003947060354127237
2025-01-26 21:00:00,2025-01-26 21:36:00,104749.88,104849.99,0.0009557051521204661,0.00015570515212046609
2025-01-26 21:12:00,2025-01-26 21:48:00,104744.19,104624.54,-0.001142306795250493,-0.001942306795250493
2025-01-26 21:27:00,2025-01-26 22:03:00,104895.19,104575.42,-0.0030484715266734736,-0.0038484715266734735
2025-01-26 21:36:00,2025-01-26 22:12:00,104849.99,104427.54,-0.004029089559283807,-0.004829089559283808
2025-01-26 21:42:00,2025-01-26 22:18:00,104803.65,104524.1,-0.002667368932284213,-0.003467368932284213
2025-01-26 21:57:00,2025-01-26 22:33:00,104557.19,104600.14,0.0004107799760111867,-0.00038922002398881334
2025-01-26 22:03:00,2025-01-26 22:39:00,104575.42,104621.32,0.00043891767300584337,-0.00036108232699415667
2025-01-26 22:06:00,2025-01-26 22:42:00,104479.21,104711.0,0.0022185274946086744,0.0014185274946086745
2025-01-26 22:09:00,2025-01-26 22:45:00,104399.29,104656.21,0.0024609362764824627,0.0016609362764824628
2025-01-26 22:12:00,2025-01-26 22:48:00,104427.54,104600.38,0.001655118946592164,0.0008551189465921639
2025-01-26 22:15:00,2025-01-26 22:51:00,104447.03,104447.82,7.563642546926888e-06,-0.0007924363574530732
2025-01-26 22:24:00,2025-01-26 23:00:00,104526.7,103904.64,-0.0059512067251716325,-0.006751206725171633
2025-01-26 22:27:00,2025-01-26 23:03:00,104527.82,103863.99,-0.00635074949424949,-0.00715074949424949
2025-01-26 22:36:00,2025-01-26 23:12:00,104596.01,103349.66,-0.011915846503131346,-0.012715846503131347
2025-01-26 22:51:00,2025-01-26 23:27:00,104447.82,103136.42,-0.012555551662064452,-0.013355551662064452
2025-01-26 22:54:00,2025-01-26 23:30:00,104341.73,102905.81,-0.01376170397021401,-0.01456170397021401
2025-01-26 23:00:00,2025-01-26 23:36:00,103904.64,102888.0,-0.009784356117301397,-0.010584356117301397
2025-01-26 23:03:00,2025-01-26 23:39:00,103863.99,102850.0,-0.009762671355105895,-0.010562671355105895
2025-01-26 23:06:00,2025-01-26 23:42:00,103517.33,102963.88,-0.005346447788017688,-0.006146447788017689
2025-01-26 23:12:00,2025-01-26 23:48:00,103349.66,102848.01,-0.0048539105014956865,-0.005653910501495687
2025-01-26 23:15:00,2025-01-26 23:51:00,102691.65,102582.0,-0.001067759647449371,-0.0018677596474493711
2025-01-26 23:18:00,2025-01-26 23:54:00,102923.02,102616.41,-0.002979022574347319,-0.0037790225743473188
2025-01-26 23:21:00,2025-01-26 23:57:00,102978.75,102620.0,-0.0034837284391197212,-0.004283728439119721
2025-01-26 23:24:00,2025-01-27 00:00:00,102988.32,102317.5,-0.006513554158374532,-0.007313554158374532
2025-01-26 23:27:00,2025-01-27 00:03:00,103136.42,103099.99,-0.000353221490526751,-0.001153221490526751
2025-01-26 23:33:00,2025-01-27 00:09:00,102830.0,103225.23,0.003843528153262627,0.003043528153262627
2025-01-26 23:36:00,2025-01-27 00:12:00,102888.0,102987.28,0.0009649327423994911,0.00016493274239949107
2025-01-26 23:39:00,2025-01-27 00:15:00,102850.0,102930.76,0.0007852211959163321,-1.4778804083667935e-05
2025-01-26 23:42:00,2025-01-27 00:18:00,102963.88,102851.0,-0.0010963067825338812,-0.0018963067825338814
2025-01-26 23:48:00,2025-01-27 00:24:00,102848.01,102949.63,0.0009880599537123752,0.0001880599537123752
