entry_time,exit_time,entry_price,exit_price,pnl_net,week,model_source
2025-02-03 15:00:00,2025-02-03 16:00:00,96726.11,98478.06,0.01731248276189332,2,current
2025-02-07 12:45:00,2025-02-07 13:45:00,97963.58,98828.01,0.008023993569855174,2,current
2025-02-07 13:45:00,2025-02-07 14:45:00,98828.01,99710.92,0.008133803281073894,2,current
2025-02-09 23:00:00,2025-02-10 00:00:00,96086.43,96946.65,0.008152564893918956,3,current
2025-02-10 03:00:00,2025-02-10 04:00:00,96007.41,96874.18,0.008228157305774517,3,current
2025-02-12 16:00:00,2025-02-12 17:00:00,95363.45,97071.33,0.017109167505999466,3,current
2025-02-12 19:00:00,2025-02-12 20:00:00,96554.38,97434.78,0.008318177756410368,3,current
2025-02-14 16:00:00,2025-02-14 17:00:00,96810.0,97243.77,0.0036806321660985855,3,current
2025-02-14 17:00:00,2025-02-14 18:00:00,97243.77,98487.99,0.011994855649878662,3,current
2025-02-20 13:00:00,2025-02-20 14:00:00,97400.3,97732.78,0.0026135418474069988,4,current
2025-02-20 15:00:00,2025-02-20 16:00:00,97061.72,97413.51,0.0028243948695736445,4,current
2025-02-21 12:00:00,2025-02-21 13:00:00,98628.68,99316.83,0.006177179457334405,4,current
2025-02-21 15:30:00,2025-02-21 16:30:00,97600.6,98366.04,0.0070425747382699255,4,current
2025-03-02 14:15:00,2025-03-02 15:15:00,85421.98,86431.07,0.011013001759032172,6,current
2025-03-02 15:15:00,2025-03-02 16:15:00,86431.07,88960.0,0.028459501241856578,6,current
2025-03-02 16:15:00,2025-03-02 17:15:00,88960.0,92702.91,0.04127407823741011,6,current
2025-03-02 17:15:00,2025-03-02 18:15:00,92702.91,93496.0,0.007755179120051317,6,current
2025-03-02 18:30:00,2025-03-02 19:30:00,92629.99,93304.01,0.006476477089115409,6,current
2025-03-02 19:30:00,2025-03-02 20:30:00,93304.01,94055.99,0.00725946068127201,6,current
2025-03-03 12:15:00,2025-03-03 13:15:00,92856.75,93038.0,0.0011519313350941101,6,current
2025-03-03 14:45:00,2025-03-03 15:45:00,89278.88,90035.37,0.00767333658307531,6,current
2025-03-03 16:30:00,2025-03-03 17:30:00,90042.15,90924.01,0.008993857654442954,6,current
2025-03-07 14:00:00,2025-03-07 15:00:00,89404.17,90022.06,0.006111198884794741,6,current
2025-03-11 15:00:00,2025-03-11 16:00:00,81225.68,80668.97,-0.007653866905146155,7,current
2025-03-12 12:00:00,2025-03-12 13:00:00,82948.15,83849.09,0.01006148395111889,7,current
2025-03-12 15:00:00,2025-03-12 16:00:00,80929.48,82184.07,0.014702261969309714,7,current
2025-03-14 14:00:00,2025-03-14 15:00:00,82995.17,84258.24,0.014418596455673349,7,current
2025-03-14 15:00:00,2025-03-14 16:00:00,84258.24,84512.7,0.0022200013672252334,7,current
2025-03-19 12:15:00,2025-03-19 13:15:00,83645.15,83931.99,0.0026292484381940985,8,current
2025-03-19 13:30:00,2025-03-19 14:30:00,83939.54,84198.12,0.0022805505962982613,8,current
