entry_time,exit_time,entry_price,exit_price,pnl_net,week,model_source
2025-03-11 12:00:00,2025-03-11 13:00:00,81336.51,80765.36,0.0062717198561362715,7,current
2025-03-11 13:15:00,2025-03-11 14:15:00,81448.98,79910.21,0.018456237719810642,7,current
2025-03-13 12:00:00,2025-03-13 13:00:00,82840.82,82591.1,0.002223570336271113,7,current
2025-03-13 13:00:00,2025-03-13 14:00:00,82591.1,82042.84,0.0058826063066564896,7,current
2025-03-13 14:00:00,2025-03-13 15:00:00,82042.84,81655.02,0.003949493662483854,7,current
2025-03-13 15:00:00,2025-03-13 16:00:00,81655.02,80949.99,0.007909451353854383,7,current
2025-03-16 09:15:00,2025-03-16 10:15:00,84016.83,83759.46,0.0022727275462377065,8,current
2025-03-16 10:15:00,2025-03-16 11:15:00,83759.46,82858.39,0.010074819073844023,8,current
2025-03-16 16:00:00,2025-03-16 17:00:00,84149.15,83813.74,0.003201849816032418,8,current
2025-03-16 18:00:00,2025-03-16 19:00:00,83909.81,83209.45,0.007616832463139711,8,current
2025-03-17 12:00:00,2025-03-17 13:00:00,83358.5,83155.62,0.0016397629408572106,8,current
2025-03-17 13:00:00,2025-03-17 14:00:00,83155.62,82819.32,0.0032606467186640548,8,current
2025-03-18 12:30:00,2025-03-18 13:30:00,82549.2,81404.94,0.01325639510329465,8,current
2025-03-18 14:00:00,2025-03-18 15:00:00,81272.32,81772.72,-0.006919400210730353,8,current
2025-03-26 13:00:00,2025-03-26 14:00:00,87660.57,86974.3,0.007090491788953794,9,current
2025-03-27 12:00:00,2025-03-27 13:00:00,87003.05,86645.74,0.003323803432228724,9,current
2025-03-27 14:45:00,2025-03-27 15:45:00,87297.33,86974.07,0.0029167399432956827,9,current
2025-03-28 04:00:00,2025-03-28 05:00:00,86774.43,86075.93,0.007314928296447103,9,current
2025-03-28 05:45:00,2025-03-28 06:45:00,86059.02,85719.27,0.0031635195213398338,9,current
2025-03-28 06:45:00,2025-03-28 07:45:00,85719.27,85212.99,0.005141347674808721,9,current
2025-03-28 13:00:00,2025-03-28 14:00:00,85350.0,84446.66,0.009897166708547105,9,current
2025-03-28 15:00:00,2025-03-28 16:00:00,84305.39,83891.33,0.004135670944780559,9,current
2025-03-31 02:45:00,2025-03-31 03:45:00,81922.3,81530.0,0.00401172574512453,10,current
2025-03-31 08:00:00,2025-03-31 09:00:00,82162.35,81586.62,0.006256671792507282,10,current
2025-04-02 22:00:00,2025-04-02 23:00:00,83684.85,82707.52,0.011016700585388145,10,current
2025-04-04 10:00:00,2025-04-04 11:00:00,83683.99,82153.64,0.017827902549418455,10,current
2025-04-04 12:30:00,2025-04-04 13:30:00,82774.52,82329.99,0.004599369051301947,10,current
2025-04-04 13:45:00,2025-04-04 14:45:00,83335.99,82573.98,0.008428209661203315,10,current
2025-04-06 12:15:00,2025-04-06 13:15:00,82880.38,82539.7,0.003327468357651016,11,current
2025-04-06 15:15:00,2025-04-06 16:15:00,82449.52,82339.42,0.0005371481120465242,11,current
2025-04-06 16:15:00,2025-04-06 17:15:00,82339.42,81621.73,0.007992879053163935,11,current
2025-04-06 17:15:00,2025-04-06 18:15:00,81621.73,79700.01,0.023311916673536194,11,current
2025-04-06 19:30:00,2025-04-06 20:30:00,79513.39,79233.11,0.0027374100549631187,11,current
2025-04-06 20:30:00,2025-04-06 21:30:00,79233.11,79103.15,0.000842918139163945,11,current
2025-04-06 21:30:00,2025-04-06 22:30:00,79103.15,78320.67,0.009190721478761557,11,current
2025-04-06 23:30:00,2025-04-07 00:30:00,78328.71,77942.93,0.004149518833844371,11,current
2025-04-07 01:15:00,2025-04-07 02:15:00,79039.15,78635.67,0.004331004797186772,11,current
2025-04-07 02:15:00,2025-04-07 03:15:00,78635.67,78339.9,0.002975470737134003,11,current
2025-04-07 03:15:00,2025-04-07 04:15:00,78339.9,77432.01,0.010924995902857223,11,current
2025-04-07 05:15:00,2025-04-07 06:15:00,77200.01,75817.99,0.017428127651497878,11,current
2025-04-07 10:30:00,2025-04-07 11:30:00,77356.0,76606.01,0.008990224030725595,11,current
2025-04-07 12:15:00,2025-04-07 13:15:00,77438.14,76875.99,0.006512426155422442,11,current
2025-04-07 14:00:00,2025-04-07 15:00:00,79564.86,77806.03,0.021805317351367263,11,current
2025-04-07 15:30:00,2025-04-07 16:30:00,78942.15,77910.01,0.012447848383025486,11,current
2025-04-16 17:00:00,2025-04-16 18:00:00,85154.77,84271.99,0.009675366726239629,12,current
2025-04-28 00:15:00,2025-04-28 01:15:00,93588.03,93043.48,0.005052640077520778,14,current
2025-04-28 13:00:00,2025-04-28 14:00:00,95280.49,94512.29,0.007328043453396502,14,current
2025-04-28 15:00:00,2025-04-28 16:00:00,94150.04,93565.22,0.005450399453985064,14,current
2025-04-30 12:00:00,2025-04-30 13:00:00,95146.46,94282.01,0.008368769312406595,14,current
2025-04-30 13:00:00,2025-04-30 14:00:00,94282.01,93443.61,0.008172256101835045,14,current
2025-05-04 21:00:00,2025-05-04 22:00:00,95630.0,95207.16,0.003641262610921243,15,current
2025-05-04 22:00:00,2025-05-04 23:00:00,95207.16,94792.61,0.0035732312044156494,15,current
2025-05-04 23:00:00,2025-05-05 00:00:00,94792.61,94443.77,0.002893626376837736,15,current
2025-05-05 00:30:00,2025-05-05 01:30:00,94673.77,93969.21,0.006697775069089094,15,current
2025-05-05 12:30:00,2025-05-05 13:30:00,94322.24,93887.22,0.0038334314723559187,15,current
2025-05-05 13:45:00,2025-05-05 14:45:00,94226.38,93879.37,0.002896339248974608,15,current
2025-05-12 12:30:00,2025-05-12 13:30:00,104117.41,103801.89,0.0022396363688561363,16,current
2025-05-12 14:00:00,2025-05-12 15:00:00,104000.01,102946.56,0.009432979130142833,16,current
2025-05-15 12:30:00,2025-05-15 13:30:00,102791.72,102326.55,0.0037459365140327535,16,current
2025-05-15 18:00:00,2025-05-15 19:00:00,103922.7,103040.0,0.007766576086956493,16,current
2025-05-19 03:00:00,2025-05-19 04:00:00,104166.44,103670.11,0.003987590174255643,17,current
2025-05-19 04:00:00,2025-05-19 05:00:00,103670.11,102986.79,0.005835025715434057,17,current
2025-05-19 05:30:00,2025-05-19 06:30:00,103042.63,102406.44,0.005412402266888706,17,current
2025-05-19 06:30:00,2025-05-19 07:30:00,102406.44,103164.9,-0.008151919112023488,17,current
2025-05-23 14:00:00,2025-05-23 15:00:00,109907.41,109140.0,0.006231427524280772,17,current
2025-05-23 15:00:00,2025-05-23 16:00:00,109140.0,108663.39,0.0035861138512244153,17,current
2025-05-25 12:15:00,2025-05-25 13:15:00,107473.19,107551.76,-0.0015305319782771797,18,current
2025-05-25 13:30:00,2025-05-25 14:30:00,107641.94,107203.26,0.0032920397383438492,18,current
2025-05-25 15:00:00,2025-05-25 16:00:00,107287.34,106901.74,0.002807050736498688,18,current
2025-05-27 01:00:00,2025-05-27 02:00:00,108723.26,108363.83,0.0025168816569144247,18,current
2025-05-28 12:30:00,2025-05-28 13:30:00,109027.42,108515.84,0.0039143347920451215,18,current
2025-05-28 13:30:00,2025-05-28 14:30:00,108515.84,107603.85,0.007675440237500709,18,current
2025-05-29 12:00:00,2025-05-29 13:00:00,108638.33,108449.02,0.0009456128234261375,18,current
2025-05-29 13:15:00,2025-05-29 14:15:00,108300.0,107045.56,0.010918748540341163,18,current
2025-05-29 15:15:00,2025-05-29 16:15:00,107503.33,106865.75,0.0051661771896047304,18,current
2025-06-02 09:00:00,2025-06-02 10:00:00,104907.01,104630.24,0.0018452199669998798,19,current
2025-06-02 10:45:00,2025-06-02 11:45:00,104370.85,104047.64,0.0023063655071850395,19,current
2025-06-02 12:45:00,2025-06-02 13:45:00,104200.32,103800.0,0.003056647398843998,19,current
2025-06-04 11:00:00,2025-06-04 12:00:00,105667.34,105157.26,0.004050639889247796,19,current
2025-06-04 13:00:00,2025-06-04 14:00:00,104917.58,104491.65,0.0032762108742661025,19,current
2025-06-05 13:00:00,2025-06-05 14:00:00,105813.83,104274.27,0.013964524364447697,19,current
2025-06-05 15:00:00,2025-06-05 16:00:00,104356.88,104381.32,-0.0010341415111439704,19,current
2025-06-05 16:00:00,2025-06-05 17:00:00,104381.32,103410.35,0.008589485675273326,19,current
2025-06-05 17:00:00,2025-06-05 18:00:00,103410.35,102736.39,0.005760090343840253,19,current
2025-06-05 18:00:00,2025-06-05 19:00:00,102736.39,102634.14,0.00019625719083338157,19,current
2025-06-05 19:00:00,2025-06-05 20:00:00,102634.14,101618.84,0.009191257526655519,19,current
2025-06-05 20:00:00,2025-06-05 21:00:00,101618.84,100489.24,0.01044100450953745,19,current
2025-06-05 23:00:00,2025-06-06 00:00:00,101662.42,101309.26,0.0026859597237212426,19,current
2025-06-13 00:00:00,2025-06-13 01:00:00,104328.68,102906.36,0.013021497524545542,20,current
2025-06-17 12:30:00,2025-06-17 13:30:00,105761.3,105317.85,0.0034105872841118296,21,current
2025-06-17 13:30:00,2025-06-17 14:30:00,105317.85,105048.56,0.00176348111768508,21,current
2025-06-17 14:30:00,2025-06-17 15:30:00,105048.56,104585.36,0.0036289181583349438,21,current
2025-06-17 15:30:00,2025-06-17 16:30:00,104585.36,104128.25,0.0035898749858948036,21,current
2025-06-17 19:15:00,2025-06-17 20:15:00,105140.11,104579.56,0.0045600340257694995,21,current
2025-06-20 14:00:00,2025-06-20 15:00:00,105508.12,104289.27,0.010887204254090484,21,current
2025-06-20 15:30:00,2025-06-20 16:30:00,104586.27,103780.01,0.00696893353546612,21,current
2025-06-20 16:30:00,2025-06-20 17:30:00,103780.01,102895.94,0.007791884189016518,21,current
2025-06-21 20:00:00,2025-06-21 21:00:00,102464.5,102494.07,-0.00108850449591871,22,current
2025-06-21 21:00:00,2025-06-21 22:00:00,102494.07,101886.93,0.005158958622072664,22,current
2025-06-21 22:00:00,2025-06-21 23:00:00,101886.93,101576.98,0.0022513803422783106,22,current
2025-06-22 00:45:00,2025-06-22 01:45:00,102852.0,102387.0,0.0037415921943215447,22,current
2025-06-22 03:45:00,2025-06-22 04:45:00,102375.4,102548.15,-0.0024845745145085506,22,current
2025-06-22 12:00:00,2025-06-22 13:00:00,102709.1,102281.83,0.003377379305786806,22,current
2025-06-22 13:00:00,2025-06-22 14:00:00,102281.83,100451.45,0.01742153886280392,22,current
2025-06-22 14:00:00,2025-06-22 15:00:00,100451.45,99447.52,0.009295073260750925,22,current
2025-06-22 15:00:00,2025-06-22 16:00:00,99447.52,98997.99,0.0037407992626920894,22,current
2025-06-27 12:15:00,2025-06-27 13:15:00,107176.42,106702.3,0.0036433906298176826,22,current
2025-06-30 13:15:00,2025-06-30 14:15:00,107836.76,107328.49,0.003935648475069289,23,current
2025-07-01 12:15:00,2025-07-01 13:15:00,106400.0,106615.17,-0.002818193095785508,23,current
2025-07-01 13:30:00,2025-07-01 14:30:00,106427.17,106039.5,0.002855901810174494,23,current
2025-07-04 12:30:00,2025-07-04 13:30:00,108745.84,108367.0,0.0026958981977908084,23,current
2025-07-04 13:30:00,2025-07-04 14:30:00,108367.0,107981.13,0.0027734947393122794,23,current
2025-07-04 15:15:00,2025-07-04 16:15:00,107861.89,107520.59,0.002374275736396191,23,current
2025-07-04 17:45:00,2025-07-04 18:45:00,107875.37,107489.23,0.002792359904336457,23,current
2025-07-07 12:30:00,2025-07-07 13:30:00,108488.85,108150.99,0.002323965855513672,24,current
2025-07-07 15:15:00,2025-07-07 16:15:00,108547.73,108172.1,0.0026725220273988402,24,current
2025-07-15 01:00:00,2025-07-15 02:00:00,119199.99,118252.37,0.007213539178961148,25,current
2025-07-15 02:00:00,2025-07-15 03:00:00,118252.37,117577.39,0.004940729573942711,25,current
2025-07-15 03:00:00,2025-07-15 04:00:00,117577.39,116984.15,0.004271114334719748,25,current
2025-07-15 13:15:00,2025-07-15 14:15:00,117688.39,117566.7,0.00023507200593367273,25,current
2025-07-15 14:15:00,2025-07-15 15:15:00,117566.7,116258.0,0.010456859742985403,25,current
2025-07-18 13:00:00,2025-07-18 14:00:00,118865.13,118993.5,-0.001878798421762494,25,current
2025-07-18 14:00:00,2025-07-18 15:00:00,118993.5,117750.27,0.009758192350641709,25,current
2025-07-20 21:00:00,2025-07-20 22:00:00,118020.0,116918.3,0.008622819182283671,26,current
2025-07-20 22:30:00,2025-07-20 23:30:00,117602.18,117246.57,0.002233009835596777,26,current
2025-07-24 04:00:00,2025-07-24 05:00:00,118575.0,117621.8,0.007303939915899919,26,current
2025-07-24 05:30:00,2025-07-24 06:30:00,117894.84,117450.0,0.002987484035759868,26,current
2025-07-24 12:00:00,2025-07-24 13:00:00,118572.58,118629.46,-0.0012794761773340674,26,current
2025-07-24 13:00:00,2025-07-24 14:00:00,118629.46,117994.0,0.0045855280776989195,26,current
2025-07-25 00:00:00,2025-07-25 01:00:00,118162.41,117557.88,0.004342403044355672,26,current
2025-07-25 01:00:00,2025-07-25 02:00:00,117557.88,117200.0,0.00225358361774748,26,current
2025-07-25 02:00:00,2025-07-25 03:00:00,117200.0,116240.0,0.007458774948382657,26,current
2025-07-25 03:00:00,2025-07-25 04:00:00,116240.0,115234.01,0.007929974770469285,26,current
2025-07-25 04:45:00,2025-07-25 05:45:00,116102.7,115500.0,0.0044181818181817925,26,current
2025-07-25 11:30:00,2025-07-25 12:30:00,116527.12,116419.75,0.00012226619624243604,26,current
2025-07-28 13:15:00,2025-07-28 14:15:00,118609.31,118094.33,0.0035607512740027055,27,current
2025-07-29 13:00:00,2025-07-29 14:00:00,118875.86,118159.21,0.005265121796261114,27,current
2025-07-29 14:00:00,2025-07-29 15:00:00,118159.21,117780.01,0.002419561621704835,27,current
2025-07-30 13:45:00,2025-07-30 14:45:00,117675.79,118714.35,-0.009548394781254433,27,current
2025-07-30 15:00:00,2025-07-30 16:00:00,118375.2,117800.46,0.00407892831657865,27,current
2025-07-30 17:30:00,2025-07-30 18:30:00,117807.24,117436.26,0.0023589902471350035,27,current
2025-07-30 18:30:00,2025-07-30 19:30:00,117436.26,116740.0,0.00516419393524066,27,current
2025-07-31 17:00:00,2025-07-31 18:00:00,118284.13,117542.01,0.0055136575595398606,27,current
2025-07-31 18:15:00,2025-07-31 19:15:00,117930.05,117159.45,0.005777361023801373,27,current
2025-07-31 19:15:00,2025-07-31 20:15:00,117159.45,116765.08,0.0025774652490281797,27,current
2025-08-01 00:00:00,2025-08-01 01:00:00,115313.01,114649.9,0.0049837817564603246,27,current
2025-08-01 03:00:00,2025-08-01 04:00:00,115816.0,115409.12,0.002725544601674501,27,current
2025-08-01 12:30:00,2025-08-01 13:30:00,115882.18,114985.01,0.00700249529916985,27,current
2025-08-05 12:15:00,2025-08-05 13:15:00,114530.01,114171.91,0.0023364982857866814,28,current
2025-08-05 13:15:00,2025-08-05 14:15:00,114171.91,113248.66,0.0073524143420328324,28,current
