entry_time,exit_time,entry_price,exit_price,pnl_net
2025-03-19 14:45:00,2025-03-19 15:45:00,84318.59,84733.05,0.004115404776099866
2025-03-19 17:30:00,2025-03-19 18:30:00,83983.5,84587.34,0.006389983746807367
2025-03-19 18:30:00,2025-03-19 19:30:00,84587.34,85462.15,0.009542091381523496
2025-03-23 10:00:00,2025-03-23 11:00:00,84314.36,84695.64,0.0037221241079218163
2025-03-23 12:45:00,2025-03-23 13:45:00,84725.24,85093.59,0.0035475828454424115
2025-03-23 14:15:00,2025-03-23 15:15:00,84895.73,85079.19,0.001361003857320108
2025-03-23 21:15:00,2025-03-23 22:15:00,85007.91,85501.48,0.005006165567415931
2025-03-23 23:00:00,2025-03-24 00:00:00,85502.46,85967.4,0.004637738282617689
2025-03-24 01:45:00,2025-03-24 02:45:00,85563.04,85883.16,0.0029413350437292774
2025-03-24 03:00:00,2025-03-24 04:00:00,86213.87,86718.5,0.00505323452015325
2025-03-24 04:00:00,2025-03-24 05:00:00,86718.5,86966.69,0.0020620190616766013
2025-03-24 07:15:00,2025-03-24 08:15:00,86921.7,87403.58,0.004743840030740363
2025-03-24 09:30:00,2025-03-24 10:30:00,87258.55,87675.21,0.003975004856257678
2025-03-24 13:15:00,2025-03-24 14:15:00,87278.64,88311.64,0.011035656467607652
2025-03-24 14:45:00,2025-03-24 15:45:00,87961.9,88350.01,0.0036122512133094056
2025-03-24 16:15:00,2025-03-24 17:15:00,87856.17,88424.31,0.005666705753278334
2025-03-31 12:00:00,2025-03-31 13:00:00,82003.66,82656.11,0.007156352192085049
2025-03-31 14:15:00,2025-03-31 15:15:00,82822.94,83635.24,0.009007669227873374
2025-04-01 14:00:00,2025-04-01 15:00:00,82796.1,84906.0,0.02468308434817575
2025-04-01 15:00:00,2025-04-01 16:00:00,84906.0,85179.73,0.0024239182154382013
2025-04-02 12:30:00,2025-04-02 13:30:00,84969.57,85470.15,0.005091285550815275
2025-04-02 14:00:00,2025-04-02 15:00:00,85435.98,86200.01,0.008142719449112644
2025-04-02 15:00:00,2025-04-02 16:00:00,86200.01,86886.34,0.007162064041523914
2025-04-09 16:00:00,2025-04-09 17:00:00,77760.99,78503.99,0.00875491950398265
2025-04-09 17:00:00,2025-04-09 18:00:00,78503.99,82309.68,0.047677663364626276
2025-04-09 18:30:00,2025-04-09 19:30:00,82110.46,82306.0,0.0015814261910113959
2025-04-09 19:30:00,2025-04-09 20:30:00,82306.0,82775.61,0.004905659368697307
2025-04-12 12:00:00,2025-04-12 13:00:00,83668.0,84002.77,0.0032011712960750113
2025-04-12 13:00:00,2025-04-12 14:00:00,84002.77,84496.88,0.005082067936569241
2025-04-12 14:00:00,2025-04-12 15:00:00,84496.88,84679.99,0.0013670622631273555
2025-04-14 00:00:00,2025-04-14 01:00:00,84146.0,84430.0,0.0025750861597699237
2025-04-14 02:00:00,2025-04-14 03:00:00,84391.3,84777.42,0.00377535314659207
2025-04-14 03:30:00,2025-04-14 04:30:00,84663.24,84997.6,0.0031492936958236015
2025-04-15 12:15:00,2025-04-15 13:15:00,85494.23,85841.97,0.00326740899356606
2025-04-15 14:15:00,2025-04-15 15:15:00,84958.55,85212.0,0.0021832194640798025
2025-04-21 00:15:00,2025-04-21 01:15:00,86216.86,87102.02,0.009466669419415222
2025-04-21 01:15:00,2025-04-21 02:15:00,87102.02,87367.93,0.0022528568683021235
2025-04-21 12:00:00,2025-04-21 13:00:00,87320.76,86922.92,-0.005356075783124157
2025-04-21 13:00:00,2025-04-21 14:00:00,86922.92,87673.01,0.007829369560985715
2025-04-21 14:00:00,2025-04-21 15:00:00,87673.01,87877.76,0.0015353823485699876
2025-04-21 17:00:00,2025-04-21 18:00:00,86860.01,86922.92,-7.573114486167463e-05
2025-04-21 18:15:00,2025-04-21 19:15:00,86869.57,87282.45,0.003952872611203095
2025-04-22 12:30:00,2025-04-22 13:30:00,88706.75,90165.79,0.015647902780791697
2025-04-22 13:30:00,2025-04-22 14:30:00,90165.79,90682.44,0.004930000258412961
2025-04-22 15:30:00,2025-04-22 16:30:00,90444.76,90800.02,0.003127922413636891
2025-04-22 20:00:00,2025-04-22 21:00:00,91294.99,91219.99,-0.0016215127686634283
2025-04-22 21:00:00,2025-04-22 22:00:00,91219.99,92864.86,0.01723190287567446
2025-04-22 22:00:00,2025-04-22 23:00:00,92864.86,93154.89,0.0023231404430050164
2025-04-25 13:15:00,2025-04-25 14:15:00,94201.95,94680.8,0.0042832281072738496
2025-04-25 14:15:00,2025-04-25 15:15:00,94680.8,95304.03,0.0057824327635592
2025-04-25 15:30:00,2025-04-25 16:30:00,94964.33,95363.97,0.0034083169543764427
2025-04-28 05:00:00,2025-04-28 06:00:00,94130.44,94411.44,0.0021852192340756083
2025-04-28 06:15:00,2025-04-28 07:15:00,94341.3,94666.38,0.0026457867339118894
2025-04-28 08:45:00,2025-04-28 09:45:00,94706.39,94739.07,-0.0004549335266605816
2025-04-28 10:15:00,2025-04-28 11:15:00,94580.44,95487.2,0.00878718314273009
2025-04-28 14:30:00,2025-04-28 15:30:00,94630.86,93744.12,-0.010170516129727716
2025-05-01 12:00:00,2025-05-01 13:00:00,96265.62,96509.65,0.0017349652347328033
2025-05-01 13:30:00,2025-05-01 14:30:00,96163.07,96368.0,0.0013310675709499813
2025-05-01 14:30:00,2025-05-01 15:30:00,96368.0,97010.46,0.005866735845924024
2025-05-02 12:00:00,2025-05-02 13:00:00,96792.46,96769.85,-0.0010335925752894448
2025-05-02 13:30:00,2025-05-02 14:30:00,96933.97,97375.64,0.0037564006096108336
2025-05-02 15:15:00,2025-05-02 16:15:00,97159.29,97613.2,0.003871812649104409
2025-05-06 21:00:00,2025-05-06 22:00:00,94608.99,95163.85,0.005064770356390027
2025-05-06 22:00:00,2025-05-06 23:00:00,95163.85,96196.83,0.01005475209336314
2025-05-06 23:00:00,2025-05-07 00:00:00,96196.83,97010.93,0.007662856832184503
2025-05-07 00:00:00,2025-05-07 01:00:00,97010.93,97480.16,0.004036877659043269
2025-05-07 03:00:00,2025-05-07 04:00:00,96409.99,96711.64,0.0023288251352374806
2025-05-08 00:00:00,2025-05-08 01:00:00,97082.57,97857.14,0.00717846616545063
2025-05-08 01:00:00,2025-05-08 02:00:00,97857.14,98058.78,0.0012605548046877258
2025-05-08 02:15:00,2025-05-08 03:15:00,98594.34,98809.52,0.0013824782233950506
2025-05-08 03:15:00,2025-05-08 04:15:00,98809.52,99350.52,0.004675180933982879
2025-05-08 14:15:00,2025-05-08 15:15:00,99499.99,100634.94,0.01060653380970186
2025-05-08 15:15:00,2025-05-08 16:15:00,100634.94,100864.89,0.0014849916738659268
2025-05-08 20:00:00,2025-05-08 21:00:00,101434.38,102512.49,0.009828644844085412
2025-05-08 21:30:00,2025-05-08 22:30:00,103000.0,103205.93,0.001199320388349447
2025-05-08 22:45:00,2025-05-08 23:45:00,103017.95,103261.6,0.0015651218064425543
2025-05-09 09:15:00,2025-05-09 10:15:00,102563.31,103095.53,0.004389185099427867
2025-05-11 14:00:00,2025-05-11 15:00:00,103949.99,104497.69,0.004468879775745982
2025-05-12 05:15:00,2025-05-12 06:15:00,103806.21,104201.45,0.00300747934059042
2025-05-15 16:00:00,2025-05-15 17:00:00,103090.08,103680.34,0.004925672150026411
2025-05-15 17:00:00,2025-05-15 18:00:00,103680.34,103922.7,0.0015375694948531284
2025-05-18 12:15:00,2025-05-18 13:15:00,103865.78,103902.02,-0.00045108816397464846
2025-05-18 13:15:00,2025-05-18 14:15:00,103902.02,104799.99,0.007842469126201792
2025-05-18 14:15:00,2025-05-18 15:15:00,104799.99,105336.09,0.004315458503383361
2025-05-18 18:00:00,2025-05-18 19:00:00,104317.41,104654.71,0.0024334008292575793
2025-05-18 20:00:00,2025-05-18 21:00:00,103668.26,104221.83,0.004539821465123529
2025-05-18 21:30:00,2025-05-18 22:30:00,104468.58,105227.94,0.006468788376371159
2025-05-18 23:00:00,2025-05-19 00:00:00,105727.99,106542.32,0.006902123155845502
2025-05-21 12:15:00,2025-05-21 13:15:00,106840.0,106459.61,-0.0043603706476974865
2025-05-21 13:15:00,2025-05-21 14:15:00,106459.61,107342.21,0.007490468093956062
2025-05-21 14:15:00,2025-05-21 15:15:00,107342.21,108915.0,0.013852111224466064
2025-05-21 17:30:00,2025-05-21 18:30:00,106517.07,107330.34,0.00683511425915104
2025-05-21 18:45:00,2025-05-21 19:45:00,106965.05,108603.79,0.01452033126708201
2025-05-27 00:15:00,2025-05-27 01:15:00,109380.28,108355.99,-0.010164485079028812
2025-05-27 12:00:00,2025-05-27 13:00:00,109698.51,110374.07,0.005358333417655465
2025-05-27 14:30:00,2025-05-27 15:30:00,109653.96,110001.99,0.0023738935830497944
2025-06-01 18:30:00,2025-06-01 19:30:00,104397.69,105044.58,0.005396401472101532
2025-06-01 19:30:00,2025-06-01 20:30:00,105044.58,105262.63,0.001275785347516292
2025-06-03 12:30:00,2025-06-03 13:30:00,105273.21,105579.94,0.002113656760347632
2025-06-03 13:30:00,2025-06-03 14:30:00,105579.94,106336.01,0.006361114128308771
2025-06-03 14:30:00,2025-06-03 15:30:00,106336.01,106678.45,0.0024203578072940894
2025-06-04 08:00:00,2025-06-04 09:00:00,105380.79,105384.13,-0.0007683054188527998
2025-06-04 09:15:00,2025-06-04 10:15:00,105424.14,105734.34,0.002142400099256177
2025-06-05 12:00:00,2025-06-05 13:00:00,105104.09,105813.83,0.005952734360765649
2025-06-08 12:30:00,2025-06-08 13:30:00,105582.76,105876.61,0.0019831248207567774
2025-06-08 13:45:00,2025-06-08 14:45:00,105627.9,105829.66,0.001110101403133162
2025-06-09 08:15:00,2025-06-09 09:15:00,105542.91,106152.74,0.004978029049985467
2025-06-09 09:15:00,2025-06-09 10:15:00,106152.74,107088.43,0.008014562864792634
2025-06-09 10:15:00,2025-06-09 11:15:00,107088.43,107434.41,0.002430787863824416
2025-06-09 13:30:00,2025-06-09 14:30:00,107418.6,107842.72,0.0031482920090188785
2025-06-09 20:15:00,2025-06-09 21:15:00,108683.65,110471.04,0.01564580394567168
2025-06-11 12:15:00,2025-06-11 13:15:00,109276.25,109810.21,0.004086331659441154
2025-06-11 13:15:00,2025-06-11 14:15:00,109810.21,110240.01,0.003114025845137609
2025-06-16 05:00:00,2025-06-16 06:00:00,106368.24,106600.55,0.0013840165823933693
2025-06-16 07:00:00,2025-06-16 08:00:00,106695.83,107111.32,0.003094154063940505
2025-06-16 13:00:00,2025-06-16 14:00:00,106655.43,106969.18,0.002141716141409772
2025-06-16 17:45:00,2025-06-16 18:45:00,107755.0,108255.96,0.0038490650085843477
2025-06-16 18:45:00,2025-06-16 19:45:00,108255.96,108652.0,0.002858366707939162
2025-06-16 23:30:00,2025-06-17 00:30:00,107146.22,106739.99,-0.004591361001815985
2025-06-23 17:00:00,2025-06-23 18:00:00,101277.36,102861.77,0.014844266398729227
2025-06-23 18:15:00,2025-06-23 19:15:00,102637.73,102858.58,0.0013517428337513487
2025-06-23 19:15:00,2025-06-23 20:15:00,102858.58,103739.61,0.0077654497660768675
2025-06-23 20:15:00,2025-06-23 21:15:00,103739.61,103710.37,-0.0010818595520072347
2025-06-23 21:15:00,2025-06-23 22:15:00,103710.37,105987.88,0.021160291916806483
2025-06-23 22:30:00,2025-06-23 23:30:00,105114.68,105396.01,0.0018764101836204207
2025-06-25 12:15:00,2025-06-25 13:15:00,107008.31,107870.16,0.00725404739127275
2025-06-25 15:30:00,2025-06-25 16:30:00,106917.0,107175.24,0.0016153315188417675
2025-06-29 08:00:00,2025-06-29 09:00:00,107449.33,107733.48,0.0018445022970361396
2025-06-29 09:00:00,2025-06-29 10:00:00,107733.48,108153.96,0.0031029649835873723
2025-06-29 10:45:00,2025-06-29 11:45:00,108153.26,108477.11,0.002194361889784976
2025-06-29 17:15:00,2025-06-29 18:15:00,107402.18,107627.99,0.0013024712906200995
2025-06-29 21:15:00,2025-06-29 22:15:00,107528.67,108023.81,0.0038047254188115546
2025-06-29 22:45:00,2025-06-29 23:45:00,108079.9,108356.93,0.0017631963019950877
2025-06-29 23:45:00,2025-06-30 00:45:00,108356.93,108713.81,0.002493559535140066
2025-07-02 12:00:00,2025-07-02 13:00:00,107417.82,107657.91,0.0014351040078824586
2025-07-02 13:00:00,2025-07-02 14:00:00,107657.91,107994.81,0.002329356681733782
2025-07-02 14:00:00,2025-07-02 15:00:00,107994.81,108356.43,0.0025484942470846085
2025-07-02 15:00:00,2025-07-02 16:00:00,108356.43,109420.02,0.009015661147197367
2025-07-02 17:45:00,2025-07-02 18:45:00,109129.67,109538.88,0.0029497593459231245
2025-07-06 12:15:00,2025-07-06 13:15:00,108090.79,108461.53,0.0026298944433656678
2025-07-06 13:15:00,2025-07-06 14:15:00,108461.53,108904.4,0.003283198900107673
2025-07-06 20:15:00,2025-07-06 21:15:00,108708.59,109305.85,0.004694138043737015
2025-07-09 15:00:00,2025-07-09 16:00:00,108829.09,109139.41,0.002051443488133614
2025-07-09 17:15:00,2025-07-09 18:15:00,109123.7,109550.0,0.0031065757484396417
2025-07-09 18:30:00,2025-07-09 19:30:00,109393.05,111390.91,0.017463134632410383
2025-07-09 21:00:00,2025-07-09 22:00:00,111040.99,111295.98,0.0014963592093333341
2025-07-10 16:15:00,2025-07-10 17:15:00,112376.92,113454.02,0.008784708319110417
2025-07-10 19:45:00,2025-07-10 20:45:00,113301.81,113493.16,0.0008888521021862388
2025-07-10 20:45:00,2025-07-10 21:45:00,113493.16,116490.52,0.02561004973339363
2025-07-11 04:00:00,2025-07-11 05:00:00,116637.37,117206.41,0.004078710828270632
2025-07-11 07:00:00,2025-07-11 08:00:00,117476.06,117790.85,0.0018796097860279632
2025-07-13 12:30:00,2025-07-13 13:30:00,118137.08,118583.47,0.0029785765485315823
2025-07-13 14:00:00,2025-07-13 15:00:00,118638.6,118989.56,0.0021582277606107276
2025-07-13 15:30:00,2025-07-13 16:30:00,118584.01,118832.55,0.0012958980894642387
2025-07-14 01:30:00,2025-07-14 02:30:00,119180.5,119746.12,0.003945910614571975
2025-07-14 02:30:00,2025-07-14 03:30:00,119746.12,121169.58,0.011087316265445648
2025-07-14 03:45:00,2025-07-14 04:45:00,120750.24,121400.0,0.004581024501483348
2025-07-14 04:45:00,2025-07-14 05:45:00,121400.0,122461.99,0.007947858319604656
2025-07-14 06:30:00,2025-07-14 07:30:00,122140.34,122846.0,0.004977452396153503
2025-07-14 15:45:00,2025-07-14 16:45:00,119878.23,120268.87,0.002458640038312206
2025-07-20 12:00:00,2025-07-20 13:00:00,117889.21,118127.58,0.0012219831823454862
2025-07-20 13:00:00,2025-07-20 14:00:00,118127.58,118555.2,0.0028199844270067613
2025-07-24 14:00:00,2025-07-24 15:00:00,117994.0,119265.53,0.009976225909792013
2025-07-28 04:45:00,2025-07-28 05:45:00,119218.05,119526.13,0.0017841724470413814
2025-07-29 12:00:00,2025-07-29 13:00:00,118486.58,118875.86,0.002485435363228467
2025-07-30 14:00:00,2025-07-30 15:00:00,117840.13,118375.2,0.0037406433275319066
2025-08-04 12:30:00,2025-08-04 13:30:00,114382.77,114788.1,0.0027436281181160566
2025-08-04 15:00:00,2025-08-04 16:00:00,114989.64,115015.81,-0.0005724142801038577
2025-08-06 13:00:00,2025-08-06 14:00:00,113893.51,114250.67,0.002335911782857544
2025-08-06 14:15:00,2025-08-06 15:15:00,114094.39,114947.89,0.006680648259743533
2025-08-07 09:00:00,2025-08-07 10:00:00,114910.17,115500.01,0.004333053062231102
2025-08-07 10:15:00,2025-08-07 11:15:00,115867.99,116828.29,0.007487880026226296
2025-08-10 00:15:00,2025-08-10 01:15:00,116592.34,116614.86,-0.000606848374430052
2025-08-10 02:15:00,2025-08-10 03:15:00,116794.25,118362.97,0.012631483142363611
